('Adam','Hottel','Century 21 Adele Shaw & Assocs','116 Madison St','Hoboken','NJ','07030','201-653-5068','adam@hottel.com','http://www.adamhottel.com')
('Adan','Debenedetto','Sign Arts','1640 Neil Armstrong St','Montebello','CA','90640','323-888-3385','adan@debenedetto.com','http://www.adandebenedetto.com')
('Adan','Minihan','Beneficent House','333 Market St','San Francisco','CA','94105','415-541-7324','adan@minihan.com','http://www.adanminihan.com')
('Ada','Pitarresi','Public Works','204 S Beverly Dr','Beverly Hills','CA','90212','310-271-4227','ada@pitarresi.com','http://www.adapitarresi.com')
('Ada','Tschache','Kerrin Graphics & Printing Inc','2753 E Broadway','Mesa','AZ','85204','480-649-6597','ada@tschache.com','http://www.adatschache.com')
('Adelaide','Midyett','Pro Log Corp','1455 S State St  #-c','Provo','UT','84606','801-221-8236','adelaide@midyett.com','http://www.adelaidemidyett.com')
('Adele','Graeter','Improved Consumer Products Inc','6218 26th Ave','Kenosha','WI','53143','262-658-0236','adele@graeter.com','http://www.adelegraeter.com')
('Adele','More','Superior Cylinder Heads Inc','17 Sammis Ave','Dover','NJ','07801','973-989-4797','adele@more.com','http://www.adelemore.com')
('Adele','Salvati','Mcdonald Gates & Co','8000 Route 130','Riverside','NJ','08075','856-764-7383','adele@salvati.com','http://www.adelesalvati.com')
('Adele','Zasso','Properties Of Distinctions Inc','109 E Pine St','Orlando','FL','32801','407-843-2965','adele@zasso.com','http://www.adelezasso.com')
('Adelina','Kruszewski','Sos Printing','1200 E Plano Pky','Plano','TX','75074','972-578-7829','adelina@kruszewski.com','http://www.adelinakruszewski.com')
('Adeline','Kilimnik','Parks County','1300 E 9th St','Little Rock','AR','72202','501-372-2176','adeline@kilimnik.com','http://www.adelinekilimnik.com')
('Adolfo','Calise','Narcotics Intrntl Enfcmnt Ofcr','2365 Main St','Bridgeport','CT','06606','203-334-7737','adolfo@calise.com','http://www.adolfocalise.com')
('Adolfo','Turnbill','Law Garcia Davis','1301 W Park Ave','Asbury Park','NJ','07712','732-493-1948','adolfo@turnbill.com','http://www.adolfoturnbill.com')
('Adriana','Lemus','S & S Beauty Supls','4340 Vandever Ave','San Diego','CA','92120','858-281-3492','adriana@lemus.com','http://www.adrianalemus.com')
('Adriana','Shorten','National Fishery Research Cntr','2185 S Jason St','Denver','CO','80223','303-934-7761','adriana@shorten.com','http://www.adrianashorten.com')
('Adrian','Bread','Us Cane Sug Refiners Assn','3988 Flowers Rd  #-690','Atlanta','GA','30360','770-455-4816','adrian@bread.com','http://www.adrianbread.com')
('Adrianne','Mattlin','Insurance Management Group Inc','State Hwy  #-169','Bayonne','NJ','07002','201-823-4586','adrianne@mattlin.com','http://www.adriannemattlin.com')
('Adrian','Stick','Tri State Electrical Supl Inc','80 Bay St','Staten Island','NY','10301','718-727-3071','adrian@stick.com','http://www.adrianstick.com')
('Adrienne','Betita','American Office Systems','1515 Broad St','Bloomfield','NJ','07003','973-893-8219','adrienne@betita.com','http://www.adriennebetita.com')
('Adrienne','Beyea','Hameg Instruments Inc','20 Via Contenta','Carmel Valley','CA','93924','831-659-9100','adrienne@beyea.com','http://www.adriennebeyea.com')
('Adrienne','Fonda','Business Reader','731 N 14th St','Leesburg','FL','34748','352-326-8029','adrienne@fonda.com','http://www.adriennefonda.com')
('Agustin','Rief','S D Warren Federal Credit Un','7307 88th St','Ridgewood','NY','11385','718-275-5746','agustin@rief.com','http://www.agustinrief.com')
('Agustin','Slothower','Wplw Radio Station','300 E Irving Park Rd','Wood Dale','IL','60191','630-860-6129','agustin@slothower.com','http://www.agustinslothower.com')
('Ahmad','Twehous','Teterboro Chryslr Plym Jeep','575 Ridge Rd','Monmouth Junction','NJ','08852','732-329-9269','ahmad@twehous.com','http://www.ahmadtwehous.com')
('Aida','Fooks','Carters Heating & Cooling','265 Winn St','Burlington','MA','01803','781-273-7856','aida@fooks.com','http://www.aidafooks.com')
('Aida','Saxe','Med Alert','77 Cooper Ave','Landisville','PA','17538','717-898-4097','aida@saxe.com','http://www.aidasaxe.com')
('Aileen','Hibshman','Ohio Chamber Of Commerce','5637 N Pershing Ave  #-b7','Stockton','CA','95207','209-474-5679','aileen@hibshman.com','http://www.aileenhibshman.com')
('Aimee','Hendrikson','Keenan Bros Trucking Inc','272 Broadway','Amityville','NY','11701','631-789-0051','aimee@hendrikson.com','http://www.aimeehendrikson.com')
('Aimee','Malta','Pix Productions','109 Gaither Dr','Mount Laurel','NJ','08054','856-778-8121','aimee@malta.com','http://www.aimeemalta.com')
('Aimee','Traux','Champ Co','5319 S Lewis','Tulsa','OK','74105','918-748-1998','aimee@traux.com','http://www.aimeetraux.com')
('Aisha','Yantz','Minuteman Press','36 E Main St','Somerville','NJ','08876','908-704-2746','aisha@yantz.com','http://www.aishayantz.com')
('Alana','Christello','Panache','499 Salmar Ave  #-f','Campbell','CA','95008','408-378-7407','alana@christello.com','http://www.alanachristello.com')
('Alana','Mcanulty','Perpetual Savings Bank','5400 N Lamar Blvd  #-201','Austin','TX','78751','512-454-9992','alana@mcanulty.com','http://www.alanamcanulty.com')
('Alan','Ulmen','University Of Chicago','2110 Mannix Dr','San Antonio','TX','78217','210-824-7805','alan@ulmen.com','http://www.alanulmen.com')
('Alba','Cangemi','Precision Engineered Products','7330 N 16th St  #-b206','Phoenix','AZ','85020','602-997-4559','alba@cangemi.com','http://www.albacangemi.com')
('Alba','Cotillo','Professional Optical Whol','18191 Se Tickle Creek Rd','Boring','OR','97009','503-658-3549','alba@cotillo.com','http://www.albacotillo.com')
('Alba','Donnie','First Montauk Securities Corp','1115 E Broomtown Rd','La Fayette','GA','30728','706-638-1813','alba@donnie.com','http://www.albadonnie.com')
('Alba','Fixari','Ontra Inc','1806 S Broad St','Trenton','NJ','08610','609-392-2038','alba@fixari.com','http://www.albafixari.com')
('Alba','Klipp','North La Lgl Asstnce Corp','1161 Murfreesboro Pike','Nashville','TN','37217','615-360-3783','alba@klipp.com','http://www.albaklipp.com')
('Alberta','Colbert','Belleville & Associates','N Main','North Conway','NH','03860','603-356-8052','alberta@colbert.com','http://www.albertacolbert.com')
('Albert','Kubler','Anr Advertising Agency Inc','4030 Sports Arena Blvd','San Diego','CA','92110','858-523-2798','albert@kubler.com','http://www.albertkubler.com')
('Alberto','Florence','North Coast Energy Svc Inc','201 Kings Hwy Sh','Cherry Hill','NJ','08034','856-427-5810','alberto@florence.com','http://www.albertoflorence.com')
('Alberto','Vanwart','Hillcrest Stationers','4400 Roudebush Ln','Batavia','OH','45103','513-732-5242','alberto@vanwart.com','http://www.albertovanwart.com')
('Albert','Reuter','Grandmas Deli & Bake Shop','14635 Joanbridge St','Baldwin Park','CA','91706','626-962-7949','albert@reuter.com','http://www.albertreuter.com')
('Aldo','Heck','General Graphics Co Inc','540 B Blue Ridge Blvd','Blue Ridge','VA','24064','540-977-0380','aldo@heck.com','http://www.aldoheck.com')
('Aldo','Steiber','Greenspan Landscaping Inc','1100 Wilson Blvd','Arlington','VA','22209','703-528-4447','aldo@steiber.com','http://www.aldosteiber.com')
('Alec','Conzemius','Builders Supply Company Inc','4241 E Clinton Ave','Fresno','CA','93703','559-221-3977','alec@conzemius.com','http://www.alecconzemius.com')
('Alecia','Robles','A C Electric Supply Co Inc','1717 Douglas Ave','Kalamazoo','MI','49007','269-343-6246','alecia@robles.com','http://www.aleciarobles.com')
('Alecia','Roccio','Naco Industries Valor Division','387 Shuman Blvd','Naperville','IL','60563','630-778-3542','alecia@roccio.com','http://www.aleciaroccio.com')
('Alene','Dienst','Tricraft Welding','15508 E 19th Ave  #-g','Aurora','CO','80011','303-367-8571','alene@dienst.com','http://www.alenedienst.com')
('Alene','Hackle','Doe Spun Group Inc','1904 W Pinhook Rd  #-102','Lafayette','LA','70508','337-237-2311','alene@hackle.com','http://www.alenehackle.com')
('Alene','Hiday','Cap Grossman Co Inc','7106 Dublin Blvd','Dublin','CA','94568','925-828-4529','alene@hiday.com','http://www.alenehiday.com')
('Alene','Siewert','Hamilton Adams Imports','101 Elm Ave','North Wales','PA','19454','215-699-3132','alene@siewert.com','http://www.alenesiewert.com')
('Alexander','Ingegneri','J Mulcahy Bernard Co Inc','2955 Felton Rd','Norristown','PA','19401','610-275-1867','alexander@ingegneri.com','http://www.alexanderingegneri.com')
('Alexandra','Ayuso','Heilig Mckenry Fraim & Lollar','1501 Gilson St','Madison','WI','53715','608-257-8746','alexandra@ayuso.com','http://www.alexandraayuso.com')
('Alexandra','Phearsdorf','United Services Fed Crdt Un','56 S White Horse Pike','Berlin','NJ','08009','856-767-1928','alexandra@phearsdorf.com','http://www.alexandraphearsdorf.com')
('Alexandria','Kostohryz','Kjzz Tv Channel 14','2800 Story Rd W','Irving','TX','75038','972-252-7118','alexandria@kostohryz.com','http://www.alexandriakostohryz.com')
('Alexis','Clankscales','Papago Imaging','3420 N 27th Ave','Phoenix','AZ','85017','602-252-9205','alexis@clankscales.com','http://www.alexisclankscales.com')
('Alfonso','Canerday','Cirrus Logic Colorado','200 Atrium Dr','Somerset','NJ','08873','732-937-8343','alfonso@canerday.com','http://www.alfonsocanerday.com')
('Alfonzo','Eisermann','Resonex','5601 Clinton Dr','Houston','TX','77020','281-673-2567','alfonzo@eisermann.com','http://www.alfonzoeisermann.com')
('Alfreda','Hennies','Anne Wilson Personnel Cnslnts','5427 Pearl Rd','Cleveland','OH','44129','440-886-9407','alfreda@hennies.com','http://www.alfredahennies.com')
('Alfreda','Schuelke','Di Napoli Pizza And Pasta','2220 Center Park Dr','Charlotte','NC','28217','704-357-9378','alfreda@schuelke.com','http://www.alfredaschuelke.com')
('Alfred','Fines','Saurer Txtl Systems Charlotte','201 S 7th St','Miles City','MT','59301','406-232-7958','alfred@fines.com','http://www.alfredfines.com')
('Alfred','Hammons','Antigo Co Op Credit Union','4549 Austin Bluffs Pky','Colorado Springs','CO','80918','719-596-4300','alfred@hammons.com','http://www.alfredhammons.com')
('Alfred','Nimox','Wilde Meyer Gallery Ltd','700 W 28th St','Charlotte','NC','28206','704-375-7773','alfred@nimox.com','http://www.alfrednimox.com')
('Alfredo','Felman','L Mason Capitani Inc','5500 Logan St','Denver','CO','80216','303-296-4229','alfredo@felman.com','http://www.alfredofelman.com')
('Alfredo','Kornblum','Robles Bracken Coffman','7011 Fresh Pond Rd','Ridgewood','NY','11385','718-366-4027','alfredo@kornblum.com','http://www.alfredokornblum.com')
('Alfredo','Moglia','Association Of Surfing Pros','6509 Nw 6th Dr','Des Moines','IA','50313','515-289-0231','alfredo@moglia.com','http://www.alfredomoglia.com')
('Alfredo','Padden','Stalker & Dysthe Screw Mach','1246 Pine Ave','Niagara Falls','NY','14301','716-282-3964','alfredo@padden.com','http://www.alfredopadden.com')
('Alfred','Toalson','Hart & Calley Pc','102 Buster St','Youngsville','LA','70592','337-828-4989','alfred@toalson.com','http://www.alfredtoalson.com')
('Alice','Caporiccio','Blanchette Co','120 S 6th St  #-1800','Minneapolis','MN','55402','612-338-3025','alice@caporiccio.com','http://www.alicecaporiccio.com')
('Alice','Fishbein','Industrial Hydraulic Co Inc','2276 Pahounui Dr','Honolulu','HI','96819','808-842-4764','alice@fishbein.com','http://www.alicefishbein.com')
('Alice','Harl','Days Inn','1705 Holbrook St','Greensboro','NC','27403','336-299-5212','alice@harl.com','http://www.aliceharl.com')
('Aline','Lugones','Germantown Hospital & Medl Ctr','1220 Grand Ave','Waukegan','IL','60085','847-336-3188','aline@lugones.com','http://www.alinelugones.com')
('Aline','Mcmillin','Appleton & Lange','9710 Cozycroft Ave','Chatsworth','CA','91311','818-998-1372','aline@mcmillin.com','http://www.alinemcmillin.com')
('Aline','Norgard','Redwing Carriers Inc','4630 W Wrightwood Ave','Chicago','IL','60639','773-276-2755','aline@norgard.com','http://www.alinenorgard.com')
('Aline','Pelfrey','Miller Electric Company','35 Corliss St','Providence','RI','02904','401-521-3065','aline@pelfrey.com','http://www.alinepelfrey.com')
('Alisa','Hosten','Environ Archl Modelbuilders','5038 Beech St','Cincinnati','OH','45212','513-366-2231','alisa@hosten.com','http://www.alisahosten.com')
('Alissa','Beshore','Technical Registration Board A','11 E 36th St','New York','NY','10016','212-532-4633','alissa@beshore.com','http://www.alissabeshore.com')
('Allan','Steigman','Elliott Lodging Ltd','74 Kurtz Rd','Denver','PA','17517','717-267-8943','allan@steigman.com','http://www.allansteigman.com')
('Allen','Aleksey','Realty Company The Realty Mrtg','645 N Michigan Ave','Chicago','IL','60611','312-755-0408','allen@aleksey.com','http://www.allenaleksey.com')
('Allen','Ferns','Haines & Essick Co','610 Sw Broadway  #-606','Portland','OR','97205','503-295-6417','allen@ferns.com','http://www.allenferns.com')
('Allen','Tandetzke','American Fireworks Co','1275 Boardman Canfield Rd','Youngstown','OH','44512','330-726-1315','allen@tandetzke.com','http://www.allentandetzke.com')
('Allison','Lambey','Hanna Stanley St John Advtsng','12595 Sw Beaverdam Rd','Beaverton','OR','97005','503-643-2554','allison@lambey.com','http://www.allisonlambey.com')
('Allison','Mihalco','Cummings Electric Inc','33rd','Boulder','CO','80303','303-443-6631','allison@mihalco.com','http://www.allisonmihalco.com')
('Allyson','Mylott','Cash Register Systems','19th','Philadelphia','PA','19103','215-299-1830','allyson@mylott.com','http://www.allysonmylott.com')
('Alma','Athas','Kmi Printed Products','3010 S Babcock St','Melbourne','FL','32901','321-952-8511','alma@athas.com','http://www.almaathas.com')
('Alma','Boger','Warren Conner','510 W Belmont Ave','Chicago','IL','60657','773-883-5141','alma@boger.com','http://www.almaboger.com')
('Alma','Cove','Smith Hinchman & Grylls Assocs','105 Leeder Hill Dr  #-5','Hamden','CT','06517','203-230-5172','alma@cove.com','http://www.almacove.com')
('Alma','Hiett','Royal Carpet','5930 54th St','Maspeth','NY','11378','718-417-7428','alma@hiett.com','http://www.almahiett.com')
('Alma','Lightsey','C Chase Company','400 Morris Ave','Denville','NJ','07834','973-625-0921','alma@lightsey.com','http://www.almalightsey.com')
('Alma','Volek','Hampton Inn','320 W Cedar Ave','Gladwin','MI','48624','989-426-1765','alma@volek.com','http://www.almavolek.com')
('Alonso','Kaminsky','Kmgg 97 7 Fm','234 Main St','San Mateo','CA','94401','650-343-1662','alonso@kaminsky.com','http://www.alonsokaminsky.com')
('Alonso','Loughborough','Synergy Associates Inc','7340 Milnor St','Philadelphia','PA','19136','215-624-2426','alonso@loughborough.com','http://www.alonsoloughborough.com')
('Alonzo','Brummel','Brewer & Assoc Inc','363 5th St','Syracuse','NE','68446','402-269-8465','alonzo@brummel.com','http://www.alonzobrummel.com')
('Alonzo','Shubov','South Florida Yachts Inc','468 Moore Ln','Billings','MT','59101','406-245-8735','alonzo@shubov.com','http://www.alonzoshubov.com')
('Alphonse','Lapinski','Lti Enterprises Inc','12110 Sherman Way','North Hollywood','CA','91605','818-982-0437','alphonse@lapinski.com','http://www.alphonselapinski.com')
('Alphonse','Mailliard','Phenix Label Co Inc','4730 N 16th St','Phoenix','AZ','85016','602-234-4986','alphonse@mailliard.com','http://www.alphonsemailliard.com')
('Alphonso','Frobish','John D Jaquess & Associates','1300 Bayshore Hwy','Burlingame','CA','94010','650-342-5342','alphonso@frobish.com','http://www.alphonsofrobish.com')
('Alphonso','Moch','Signal Service Inc','313 S Main St','Perkasie','PA','18944','215-257-9376','alphonso@moch.com','http://www.alphonsomoch.com')
('Alphonso','Wandrie','Spencer & Stone','3301 Castlewood Rd','Richmond','VA','23234','804-233-3279','alphonso@wandrie.com','http://www.alphonsowandrie.com')
('Alta','Catucci','T B F Graphics','7225 Canoga Ave','Canoga Park','CA','91303','818-716-6014','alta@catucci.com','http://www.altacatucci.com')
('Alta','Kozik','3700 Building','203 W 15th Ave  #-107','Anchorage','AK','99501','907-278-7346','alta@kozik.com','http://www.altakozik.com')
('Alta','Krupiak','Crime Stoppers','8000 Franklin Hill Rd','East Stroudsburg','PA','18301','570-223-2417','alta@krupiak.com','http://www.altakrupiak.com')
('Alta','Mekee','Fleet Maintenance Inc','5500 Market St','Youngstown','OH','44512','330-788-7421','alta@mekee.com','http://www.altamekee.com')
('Alta','Prodan','Watson & Danna Attys','4 N 4th St  #-200','Richmond','VA','23219','804-788-8871','alta@prodan.com','http://www.altaprodan.com')
('Alta','Radden','Greene & Associates','7521 Old Seward Hwy','Anchorage','AK','99518','907-522-2611','alta@radden.com','http://www.altaradden.com')
('Alton','Franch','Industrial Razor Blade Co Inc','16500 Nw 52nd Ave','Hialeah','FL','33014','305-621-9523','alton@franch.com','http://www.altonfranch.com')
('Alton','Mccrimmon','Cunningham Amann & Burke Pc','3001 Fiechtner Dr','Fargo','ND','58103','701-293-0848','alton@mccrimmon.com','http://www.altonmccrimmon.com')
('Alton','Rupke','P C Service','47 Brownell St','Worcester','MA','01602','508-791-5154','alton@rupke.com','http://www.altonrupke.com')
('Alton','Sarcinella','C & K Plastics Inc','705 W Hollis St','Nashua','NH','03062','603-883-6933','alton@sarcinella.com','http://www.altonsarcinella.com')
('Alton','Solhjem','Miles Nissan','2625 S 31st St','Temple','TX','76504','254-773-4939','alton@solhjem.com','http://www.altonsolhjem.com')
('Alva','Danson','Copy Shop','380 W Palatine Rd','Wheeling','IL','60090','847-520-5380','alva@danson.com','http://www.alvadanson.com')
('Alvaro','Derkas','Diana Henjum Reporting Svc Pc','2108 Bering Dr','San Jose','CA','95131','408-436-2486','alvaro@derkas.com','http://www.alvaroderkas.com')
('Alvina','Every','Henry Construction Co','339 Greenwich St','New York','NY','10013','212-941-0055','alvina@every.com','http://www.alvinaevery.com')
('Alyce','Dilillo','Poly Plus Inc','800 W Airport Fwy','Irving','TX','75062','972-554-5610','alyce@dilillo.com','http://www.alycedilillo.com')
('Alyce','Lafevre','D & D Metal Products','54 W 21st St','New York','NY','10010','212-243-9180','alyce@lafevre.com','http://www.alycelafevre.com')
('Alyce','Moffa','Meter Man Inc','10301 Comanche Rd Ne  #-4','Albuquerque','NM','87111','505-296-2314','alyce@moffa.com','http://www.alycemoffa.com')
('Alyssa','Gotay','Facstore','1716 S Broadway','Saint Louis','MO','63104','314-645-0593','alyssa@gotay.com','http://www.alyssagotay.com')
('Amalia','Bottolene','Phoenix Display & Pkgng Corp','38 South St','Freehold','NJ','07728','732-462-4808','amalia@bottolene.com','http://www.amaliabottolene.com')
('Amalia','Sebestyen','Western Drug','20 Winthrop Sq','Boston','MA','02110','617-345-5341','amalia@sebestyen.com','http://www.amaliasebestyen.com')
('Amanda','Elkind','Econo Lodge','4683 S Valley View Blvd','Las Vegas','NV','89103','702-795-8545','amanda@elkind.com','http://www.amandaelkind.com')
('Amanda','Heine','North American Spawn Inc','10 Hemmingway Dr','Riverside','RI','02915','401-438-5628','amanda@heine.com','http://www.amandaheine.com')
('Amanda','Wanvig','T & T Anodizing','65 Main St','High Bridge','NJ','08829','908-638-9769','amanda@wanvig.com','http://www.amandawanvig.com')
('Amber','Pease','Casa Mexicana Tile','704 Lee Ave','Lafayette','LA','70501','337-233-4442','amber@pease.com','http://www.amberpease.com')
('Amber','Weigert','Coffey Overhead Doors Inc','94 9th St','Brooklyn','NY','11215','718-832-2728','amber@weigert.com','http://www.amberweigert.com')
('Ambrose','Ketteringham','M & M Coach Rentals','532 N York Rd','Bensenville','IL','60106','630-350-2811','ambrose@ketteringham.com','http://www.ambroseketteringham.com')
('Amie','Cecilio','B & A Friction Materials Inc','5333 Mcauley Dr','Ypsilanti','MI','48197','734-572-9571','amie@cecilio.com','http://www.amiececilio.com')
('Amie','Grammatica','Medi Serv Credit Union','2750 Hill Ave','Toledo','OH','43607','419-537-0688','amie@grammatica.com','http://www.amiegrammatica.com')
('Amie','Laudat','Sentry Turnstiles','400 E 5th St','Del Rio','TX','78840','830-775-8895','amie@laudat.com','http://www.amielaudat.com')
('Amos','Feindt','Mountain Man Engine','1517 W Devon Ave','Chicago','IL','60660','773-465-7857','amos@feindt.com','http://www.amosfeindt.com')
('Amy','Bermudez','Holland Welding & Iron Wks Inc','418 Hamburg Tpke','Wayne','NJ','07470','973-956-7984','amy@bermudez.com','http://www.amybermudez.com')
('Amy','Kudzma','Law Magazine','596 Carroll St','Sunnyvale','CA','94086','408-730-1950','amy@kudzma.com','http://www.amykudzma.com')
('Amy','Lei','Someplace Special Ii','2727 6th Ave Se','Aberdeen','SD','57401','605-225-7861','amy@lei.com','http://www.amylei.com')
('Amy','Orndoff','Excel Partnership Inc','11755 Wilshire Blvd','Los Angeles','CA','90025','310-478-7042','amy@orndoff.com','http://www.amyorndoff.com')
('Anderson','Rayow','Main Street Auto Parts','7002 N Little River Trnp','Annandale','VA','22003','703-642-8005','anderson@rayow.com','http://www.andersonrayow.com')
('Anderson','Rustrian','Rse International','Rr 1','Cicero','NY','13039','315-699-1035','anderson@rustrian.com','http://www.andersonrustrian.com')
('Anderson','Warchal','Tarayao Architects Aia Ltd','728 Black Horse Pike','Blackwood','NJ','08012','856-228-8468','anderson@warchal.com','http://www.andersonwarchal.com')
('Andrea','Aery','Calpec Engineering Company','35 E Wacker Dr  #-850','Chicago','IL','60601','312-263-5370','andrea@aery.com','http://www.andreaaery.com')
('Andrea','Mcswiggan','Houston Villa Motor Hotel','1419 Eastway Dr','Charlotte','NC','28205','704-567-0016','andrea@mcswiggan.com','http://www.andreamcswiggan.com')
('Andrea','Pavlik','Cal Western Hydraulics Inc','11 E Plaza St','Reno','NV','89501','775-329-8236','andrea@pavlik.com','http://www.andreapavlik.com')
('Andrea','Pintea','Alco Health Service Corp','1550 S Anaheim Blvd','Anaheim','CA','92805','714-491-6875','andrea@pintea.com','http://www.andreapintea.com')
('Andreas','Fam','Express Printing','1030 W Marina Dr','Moses Lake','WA','98837','509-765-1021','andreas@fam.com','http://www.andreasfam.com')
('Andreas','Herzog','Property Trust Advisory Corp','1120 Maish Ave','Des Moines','IA','50315','515-288-2712','andreas@herzog.com','http://www.andreasherzog.com')
('Andrea','Shum','Bethany Heights Mini Storage','351 E Conestoga Rd','Wayne','PA','19087','610-254-8490','andrea@shum.com','http://www.andreashum.com')
('Andreas','Rase','Production Specialties','418 S Main St','Bel Air','MD','21014','410-531-7572','andreas@rase.com','http://www.andreasrase.com')
('Andre','Flatley','Phelps & Associates Pc','170 Point Pleasant Rd','Rochester','NY','14622','585-323-6504','andre@flatley.com','http://www.andreflatley.com')
('Andre','Ribble','American Hackney Horse Society','900 Grand St','Brooklyn','NY','11211','718-782-2065','andre@ribble.com','http://www.andreribble.com')
('Andres','Hickie','Construction Products Inc','2757 Gilchrist Rd','Akron','OH','44305','330-794-0518','andres@hickie.com','http://www.andreshickie.com')
('Andrew','Argenziano','Corestates First Pa Bnk','11700 Old Columbia Pike  #-113','Silver Spring','MD','20904','301-747-7928','andrew@argenziano.com','http://www.andrewargenziano.com')
('Andrew','Fenstermacher','Shafer Commercial Seating Inc','2400 N Jefferson St','Perry','FL','32347','850-584-7434','andrew@fenstermacher.com','http://www.andrewfenstermacher.com')
('Andrew','Freudenberg','Lucky Heart Cosmetics','918 Smith St  #-h','Honolulu','HI','96817','808-949-7233','andrew@freudenberg.com','http://www.andrewfreudenberg.com')
('Andrew','Labs','Bierworth & Bierworth Builders','71 S Hartford Tnpk','Wallingford','CT','06492','203-265-0032','andrew@labs.com','http://www.andrewlabs.com')
('Andy','Martone','Pump Haus Deli','2014 Citrus Blvd','Leesburg','FL','34748','352-323-1127','andy@martone.com','http://www.andymartone.com')
('Andy','Mcglohon','Grtr Palatine C Of C & Indust','1212 Charity St','Abbeville','LA','70510','337-893-7666','andy@mcglohon.com','http://www.andymcglohon.com')
('Andy','Scoville','Christian Television Msn Inc','10300 N Central Expy  #-330','Dallas','TX','75231','214-363-5647','andy@scoville.com','http://www.andyscoville.com')
('Angela','Iwasa','David A Epstein Ltd','666 Plainsboro Rd','Plainsboro','NJ','08536','609-799-7485','angela@iwasa.com','http://www.angelaiwasa.com')
('Angela','Quintard','Subworks','145 Cedar St','Somerville','MA','02144','617-628-3099','angela@quintard.com','http://www.angelaquintard.com')
('Angelia','Mccage','Poli Auto Inc','126 S 16th St','Philadelphia','PA','19102','215-564-9405','angelia@mccage.com','http://www.angeliamccage.com')
('Angelia','Munaz','P C Products & Services','Lancaster Ave','Wayne','PA','19087','610-341-5595','angelia@munaz.com','http://www.angeliamunaz.com')
('Angelia','Scampoli','W M Moyer Co','1107 Kenilworth Dr','Towson','MD','21204','410-821-6217','angelia@scampoli.com','http://www.angeliascampoli.com')
('Angelia','Vautier','Ocean County Empl Fed Crdt Un','21 Brookside Dr','Wilmington','DE','19804','302-655-6927','angelia@vautier.com','http://www.angeliavautier.com')
('Angelica','Berkenbile','B D Holt Co','2301 York Rd','Lutherville Timonium','MD','21093','410-252-6645','angelica@berkenbile.com','http://www.angelicaberkenbile.com')
('Angelica','Lacy','Applied Powder Technology Inc','40 Mcwhorter Rd','Kearny','NJ','07032','201-997-2417','angelica@lacy.com','http://www.angelicalacy.com')
('Angelina','Manvel','Stratford House Inns','World Trade','San Francisco','CA','94111','415-362-8014','angelina@manvel.com','http://www.angelinamanvel.com')
('Angeline','Reifsteck','Public Library','106 Swarthmore Ave','Folsom','PA','19033','610-237-7536','angeline@reifsteck.com','http://www.angelinereifsteck.com')
